cUid,cUname,cParentArea,cArea,type,sendDate,message,price,count
442902274,紫桃爱音Official,虚拟主播,虚拟主播,4,1673069138517,,,
1999955596,西利亚a梦的回忆,,,4,1660889272401,,,
