cUid,cUname,cParentArea,cArea,type,sendDate,message,price,count
2960092,最喜欢派蒙了,虚拟主播,虚拟主播,4,1671861291032,,,
630455196,o浪味小仙o,网游,英雄联盟,4,1665763232183,,,
