cUid,cUname,cParentArea,cArea,type,sendDate,message,price,count
11811464,别烦我7654321,娱乐,舞见,4,1674569264140,,,
505794,冰奶茶Official,虚拟主播,虚拟主播,4,1670509799328,,,
