cUid,cUname,cParentArea,cArea,type,sendDate,message,price,count
38568774,鬼叔黍,手游,崩坏：星穹铁道,4,1686508333017,,,
80304,亚食人,单机游戏,其他单机,4,1679758311125,,,
178778949,英雄联盟,网游,英雄联盟,4,1667982697113,,,
