cUid,cUname,cParentArea,cArea,type,sendDate,message,price,count
1945684635,曼联足球俱乐部,生活,运动,0,1677432365519,怎么抽？,,
1945684635,曼联足球俱乐部,生活,运动,4,1677433885258,,,
269353,网络小说排行榜,生活,搞笑,4,1677426315646,,,
353317161,挑爷评美食,网游,英雄联盟,4,1670240876859,,,
