cUid,cUname,cParentArea,cArea,type,sendDate,message,price,count
49129978,胜负师sfs,手游,崩坏：星穹铁道,4,1686330691886,,,
19432127,A9VG,单机游戏,主机游戏,4,1682308429237,,,
9135820,盐取shiotori,手游,碧蓝航线,4,1669275702428,,,
15641218,帅比笙歌超可爱OvO,,,4,1661003727741,,,
605373,日石rs终极大魔头,,,4,1658655051705,,,
